,UNIT_SETTLER,UNIT_BUILDER,UNIT_TRADER,UNIT_MISSIONARY,UNIT_APOSTLE,UNIT_INQUISITOR,UNIT_GURU,UNIT_WARRIOR_MONK,UNIT_ARCHAEOLOGIST,UNIT_GREAT_GENERAL,UNIT_GREAT_ADMIRAL,UNIT_GREAT_ENGINEER,UNIT_GREAT_MERCHANT,UNIT_GREAT_PROPHET,UNIT_GREAT_SCIENTIST,UNIT_GREAT_WRITER,UNIT_GREAT_ARTIST,UNIT_GREAT_MUSICIAN,UNIT_SPY,UNIT_NATURALIST,UNIT_SCOUT,UNIT_WARRIOR,UNIT_SLINGER,UNIT_BARBARIAN_HORSEMAN,UNIT_BARBARIAN_HORSE_ARCHER,UNIT_SUMERIAN_WAR_CART,UNIT_BARBARIAN_RAIDER,UNIT_GALLEY,UNIT_NORWEGIAN_LONGSHIP,UNIT_ARCHER,UNIT_SPEARMAN,UNIT_HEAVY_CHARIOT,UNIT_BATTERING_RAM,UNIT_GREEK_HOPLITE,UNIT_SWORDSMAN,UNIT_HORSEMAN,UNIT_SCYTHIAN_HORSE_ARCHER,UNIT_ROMAN_LEGION,UNIT_KONGO_SHIELD_BEARER,UNIT_CATAPULT,UNIT_SIEGE_TOWER,UNIT_QUADRIREME,UNIT_EGYPTIAN_CHARIOT_ARCHER,UNIT_JAPANESE_SAMURAI,UNIT_NORWEGIAN_BERSERKER,UNIT_KNIGHT,UNIT_INDIAN_VARU,UNIT_ARABIAN_MAMLUK,UNIT_CROSSBOWMAN,UNIT_CHINESE_CROUCHING_TIGER,UNIT_MILITARY_ENGINEER,UNIT_PIKEMAN,UNIT_MUSKETMAN,UNIT_SPANISH_CONQUISTADOR,UNIT_CARAVEL,UNIT_BOMBARD,UNIT_FRIGATE,UNIT_PRIVATEER,UNIT_ENGLISH_SEADOG,UNIT_FIELD_CANNON,UNIT_CAVALRY,UNIT_RUSSIAN_COSSACK,UNIT_ENGLISH_REDCOAT,UNIT_FRENCH_GARDE_IMPERIALE,UNIT_MEDIC,UNIT_IRONCLAD,UNIT_RANGER,UNIT_OBSERVATION_BALLOON,UNIT_BIPLANE,UNIT_INFANTRY,UNIT_ARTILLERY,UNIT_BATTLESHIP,UNIT_BRAZILIAN_MINAS_GERAES,UNIT_SUBMARINE,UNIT_GERMAN_UBOAT,UNIT_AT_CREW,UNIT_TANK,UNIT_FIGHTER,UNIT_AMERICAN_P51,UNIT_BOMBER,UNIT_ANTIAIR_GUN,UNIT_MACHINE_GUN,UNIT_AIRCRAFT_CARRIER,UNIT_DESTROYER,UNIT_HELICOPTER,UNIT_NUCLEAR_SUBMARINE,UNIT_MECHANIZED_INFANTRY,UNIT_ROCKET_ARTILLERY,UNIT_MOBILE_SAM,UNIT_JET_FIGHTER,UNIT_JET_BOMBER,UNIT_MISSILE_CRUISER,UNIT_MODERN_AT,UNIT_MODERN_ARMOR,UNIT_AZTEC_EAGLE_WARRIOR,UNIT_INDONESIAN_JONG,UNIT_KHMER_DOMREY,UNIT_POLISH_HUSSAR,UNIT_NUBIAN_PITATI,UNIT_MACEDONIAN_HYPASPIST,UNIT_MACEDONIAN_HETAIROI,UNIT_PERSIAN_IMMORTAL,UNIT_DIGGER,UNIT_ZULU_IMPI,UNIT_KOREAN_HWACHA,UNIT_SCOTTISH_HIGHLANDER,UNIT_DE_ZEVEN_PROVINCIEN,UNIT_MONGOLIAN_KESHIG,UNIT_GEORGIAN_KHEVSURETI,UNIT_MAPUCHE_MALON_RAIDER,UNIT_CREE_OKIHTCITAW,UNIT_SPEC_OPS,UNIT_DRONE,UNIT_PIKE_AND_SHOT,UNIT_SUPPLY_CONVOY,UNIT_SKIRMISHER,UNIT_COURSER,UNIT_CUIRASSIER,UNIT_GIANT_DEATH_ROBOT,UNIT_ROCK_BAND,UNIT_CANADA_MOUNTIE,UNIT_HUNGARY_BLACK_ARMY,UNIT_HUNGARY_HUSZAR,UNIT_INCA_WARAKAQ,UNIT_MALI_MANDEKALU_CAVALRY,UNIT_MAORI_TOA,UNIT_OTTOMAN_BARBARY_CORSAIR,UNIT_PHOENICIA_BIREME,UNIT_SULEIMAN_JANISSARY,UNIT_SWEDEN_CAROLEAN,UNIT_AMERICAN_ROUGH_RIDER,UNIT_BABYLONIAN_SABUM_KIBITTUM,UNIT_MAYAN_HULCHE,UNIT_LAHORE_NIHANG,UNIT_COMANDANTE_GENERAL,UNIT_COLOMBIAN_LLANERO,UNIT_BYZANTINE_DROMON,UNIT_BYZANTINE_TAGMA,UNIT_GAUL_GAESATAE,UNIT_VIETNAMESE_VOI_CHIEN,UNIT_ETHIOPIAN_OROMO_CAVALRY
UNIT_EGYPTIAN_CHARIOT_ARCHER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 1.13, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 7.88, 4.50, 5.84, 3.61, 4.00, 1.70, 1.22, 1.22, 0.79, 2.86, 3.21, 2.60, 100.00, 3.21, 1.55, 1.06, 2.20, 1.20, 1.55, 2.57, 100.00, 0.93, 1.00, 0.70, 1.06, 0.40, 1.20, 0.40, 0.49, 0.81, 100.00, 1.11, 0.46, 0.46, 0.16, 0.36, 0.09, 0.14, 0.14, 0.14, 0.17, 0.15, 0.36, 0.30, 100.00, 0.09, 0.20, 100.00, 0.04, 0.26, 0.10, 0.05, 0.04, 0.05, 0.05, 0.26, 0.08, 0.02, 0.02, 0.03, 131.92, 0.08, 0.11, 0.06, 0.08, 0.03, 0.07, 0.07, 130.61, 0.02, 0.02, 0.04, 0.08, 0.05, 2.60, 0.09, 0.71, 0.23, 1.05, 1.55, 1.06, 1.05, 0.26, 1.11, 0.16, 0.17, 0.08, 0.49, 0.85, 0.23, 3.61, 0.10, 100.00, 0.46, 100.00, 1.50, 0.55, 0.17, 0.02, 100.00, 0.19, 0.45, 0.15, 1.00, 0.38, 1.55, 0.14, 0.79, 0.38, 0.17, 0.15, 4.65, 1.17, 3.21, 100.00, 0.17, 0.66, 0.40, 2.98, 0.43, 0.48
UNIT_JAPANESE_SAMURAI, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 2.78, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 14.28, 9.01, 7.14, 9.01, 6.66, 4.08, 4.08, 4.08, 2.78, 2.50, 7.45, 4.73, 100.00, 7.45, 2.53, 2.53, 5.00, 1.86, 2.53, 2.22, 100.00, 4.09, 1.42, 1.00, 1.89, 1.00, 1.86, 1.00, 1.02, 1.30, 100.00, 2.07, 0.59, 0.59, 0.59, 0.59, 0.38, 0.54, 0.54, 0.27, 0.32, 0.22, 0.26, 0.26, 100.00, 0.18, 0.45, 100.00, 0.04, 0.18, 0.15, 0.13, 0.07, 0.09, 0.09, 0.21, 0.09, 0.02, 0.02, 0.02, 82.58, 0.09, 0.26, 0.09, 0.08, 0.04, 0.07, 0.07, 82.58, 0.01, 0.02, 0.07, 0.10, 0.06, 4.73, 0.38, 1.13, 0.59, 2.08, 2.53, 2.53, 1.83, 0.15, 2.07, 0.34, 0.31, 0.27, 1.02, 1.26, 0.59, 9.01, 0.15, 100.00, 0.71, 100.00, 3.61, 1.35, 0.28, 0.01, 100.00, 0.39, 1.07, 0.26, 2.82, 0.93, 2.53, 0.54, 2.78, 0.39, 0.35, 0.22, 11.11, 2.27, 6.20, 100.00, 0.32, 2.00, 1.00, 6.06, 0.83, 1.14
UNIT_NORWEGIAN_BERSERKER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 1.49, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 8.31, 4.87, 4.54, 4.87, 4.35, 2.18, 2.18, 2.18, 1.49, 1.51, 3.91, 2.52, 100.00, 3.91, 1.38, 1.38, 3.03, 1.00, 1.38, 1.59, 100.00, 2.86, 0.94, 0.53, 1.00, 0.53, 1.00, 0.53, 0.68, 0.82, 100.00, 1.14, 0.31, 0.31, 0.31, 0.44, 0.25, 0.35, 0.35, 0.18, 0.19, 0.14, 0.22, 0.16, 100.00, 0.12, 0.29, 100.00, 0.04, 0.12, 0.11, 0.11, 0.07, 0.09, 0.09, 0.15, 0.06, 0.02, 0.02, 0.03, 16.52, 0.09, 0.16, 0.06, 0.06, 0.04, 0.05, 0.07, 16.52, 0.01, 0.02, 0.07, 0.08, 0.04, 2.52, 0.25, 0.85, 0.31, 1.31, 1.38, 1.38, 1.11, 0.13, 1.14, 0.21, 0.23, 0.18, 0.68, 0.67, 0.31, 4.87, 0.11, 100.00, 0.37, 100.00, 2.49, 0.72, 0.16, 0.01, 100.00, 0.20, 0.57, 0.16, 1.84, 0.49, 1.38, 0.35, 1.49, 0.20, 0.20, 0.14, 5.79, 1.39, 3.23, 100.00, 0.19, 1.19, 0.53, 3.26, 0.57, 0.62
UNIT_KNIGHT, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 2.78, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 14.28, 9.01, 7.14, 9.01, 6.66, 4.08, 4.08, 4.08, 2.78, 5.00, 4.14, 4.73, 100.00, 4.14, 2.53, 2.53, 5.00, 1.86, 2.53, 4.00, 100.00, 4.09, 2.47, 1.00, 1.89, 1.00, 1.86, 1.00, 1.65, 1.30, 100.00, 1.16, 0.59, 0.59, 0.59, 0.80, 0.51, 0.76, 0.76, 0.35, 0.32, 0.22, 0.26, 0.26, 100.00, 0.18, 0.45, 100.00, 0.04, 0.18, 0.18, 0.16, 0.07, 0.10, 0.10, 0.13, 0.09, 0.02, 0.02, 0.03, 82.58, 0.10, 0.26, 0.09, 0.08, 0.04, 0.07, 0.07, 82.58, 0.01, 0.02, 0.07, 0.07, 0.06, 4.73, 0.51, 1.74, 0.59, 4.16, 2.53, 2.53, 4.08, 0.15, 1.16, 0.45, 0.31, 0.35, 1.65, 1.26, 0.59, 9.01, 0.18, 100.00, 0.39, 100.00, 3.61, 1.35, 0.28, 0.01, 100.00, 0.39, 1.07, 0.26, 2.82, 0.93, 2.53, 0.76, 2.78, 0.39, 0.19, 0.22, 5.86, 4.54, 6.20, 100.00, 0.32, 4.00, 1.00, 6.06, 1.25, 1.14
UNIT_INDIAN_VARU, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 1.44, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 10.85, 4.73, 5.26, 4.73, 4.86, 2.20, 2.20, 2.20, 1.44, 1.59, 2.14, 2.53, 100.00, 2.14, 1.35, 1.35, 2.86, 1.00, 1.35, 1.31, 100.00, 2.13, 0.83, 0.54, 1.00, 0.54, 1.00, 0.54, 0.61, 0.69, 100.00, 0.63, 0.31, 0.31, 0.31, 0.34, 0.22, 0.31, 0.31, 0.15, 0.18, 0.11, 0.16, 0.14, 100.00, 0.09, 0.24, 100.00, 0.02, 0.09, 0.09, 0.07, 0.04, 0.05, 0.05, 0.07, 0.06, 0.01, 0.01, 0.02, 82.58, 0.05, 0.14, 0.06, 0.06, 0.03, 0.05, 0.04, 82.58, 0.01, 0.02, 0.04, 0.05, 0.04, 2.53, 0.22, 0.66, 0.31, 1.33, 1.35, 1.35, 1.17, 0.09, 0.63, 0.20, 0.16, 0.15, 0.61, 0.69, 0.31, 4.73, 0.08, 100.00, 0.21, 100.00, 1.94, 0.74, 0.15, 0.01, 100.00, 0.21, 0.59, 0.14, 1.50, 0.48, 1.35, 0.31, 1.44, 0.21, 0.11, 0.11, 3.12, 1.48, 3.17, 100.00, 0.18, 1.45, 0.54, 3.24, 0.48, 0.63
UNIT_ARABIAN_MAMLUK, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 2.78, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 14.28, 9.01, 7.14, 9.01, 6.66, 4.08, 4.08, 4.08, 2.78, 5.00, 4.14, 4.73, 100.00, 4.14, 2.53, 2.53, 5.00, 1.86, 2.53, 4.00, 100.00, 4.09, 2.47, 1.00, 1.89, 1.00, 1.86, 1.00, 1.65, 1.30, 100.00, 1.16, 0.59, 0.59, 0.59, 0.80, 0.51, 0.76, 0.76, 0.35, 0.32, 0.22, 0.26, 0.26, 100.00, 0.18, 0.45, 100.00, 0.04, 0.18, 0.18, 0.16, 0.07, 0.10, 0.10, 0.13, 0.09, 0.02, 0.02, 0.03, 82.58, 0.10, 0.26, 0.09, 0.08, 0.04, 0.07, 0.07, 82.58, 0.01, 0.02, 0.07, 0.07, 0.06, 4.73, 0.51, 1.74, 0.59, 4.16, 2.53, 2.53, 4.08, 0.15, 1.16, 0.45, 0.31, 0.35, 1.65, 1.26, 0.59, 9.01, 0.18, 100.00, 0.39, 100.00, 3.61, 1.35, 0.28, 0.01, 100.00, 0.39, 1.07, 0.26, 2.82, 0.93, 2.53, 0.76, 2.78, 0.39, 0.19, 0.22, 5.86, 4.54, 6.20, 100.00, 0.32, 4.00, 1.00, 6.06, 1.25, 1.14
UNIT_CROSSBOWMAN, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 1.70, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 11.64, 6.62, 6.88, 5.52, 5.72, 2.47, 1.77, 1.77, 1.22, 4.00, 4.50, 3.66, 100.00, 4.50, 2.14, 1.55, 3.20, 1.63, 2.14, 3.63, 100.00, 1.36, 2.04, 0.98, 1.46, 0.61, 1.63, 0.61, 1.00, 1.11, 100.00, 1.55, 0.63, 0.63, 0.25, 0.52, 0.14, 0.20, 0.20, 0.17, 0.22, 0.17, 0.44, 0.38, 100.00, 0.11, 0.25, 100.00, 0.05, 0.30, 0.12, 0.06, 0.05, 0.05, 0.05, 0.30, 0.10, 0.03, 0.03, 0.04, 131.92, 0.10, 0.14, 0.07, 0.10, 0.03, 0.08, 0.08, 130.61, 0.02, 0.03, 0.05, 0.10, 0.07, 3.66, 0.14, 1.00, 0.35, 1.42, 2.14, 1.55, 1.42, 0.30, 1.55, 0.20, 0.20, 0.09, 0.69, 1.20, 0.35, 5.52, 0.12, 100.00, 0.63, 100.00, 2.20, 0.82, 0.20, 0.02, 100.00, 0.23, 0.65, 0.19, 1.50, 0.55, 2.14, 0.20, 1.22, 0.46, 0.20, 0.17, 6.90, 1.59, 4.50, 100.00, 0.22, 0.93, 0.61, 4.17, 0.60, 0.71
UNIT_CHINESE_CROUCHING_TIGER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 2.19, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 11.87, 7.07, 5.88, 7.07, 5.88, 3.20, 2.13, 2.13, 1.47, 2.00, 4.65, 3.68, 100.00, 4.65, 2.00, 2.00, 4.00, 1.45, 2.00, 2.43, 100.00, 2.00, 1.23, 0.77, 1.21, 0.77, 1.45, 0.77, 0.90, 1.00, 100.00, 1.37, 0.45, 0.45, 0.30, 0.68, 0.20, 0.28, 0.28, 0.23, 0.28, 0.22, 0.30, 0.25, 100.00, 0.13, 0.37, 100.00, 0.07, 0.20, 0.16, 0.09, 0.06, 0.08, 0.08, 0.20, 0.13, 0.04, 0.04, 0.05, 130.61, 0.14, 0.17, 0.09, 0.13, 0.05, 0.11, 0.12, 130.61, 0.03, 0.04, 0.06, 0.13, 0.09, 3.68, 0.20, 1.31, 0.45, 1.66, 2.00, 2.00, 1.63, 0.20, 1.37, 0.27, 0.30, 0.13, 0.90, 0.98, 0.45, 7.07, 0.16, 100.00, 0.45, 100.00, 3.24, 1.05, 0.25, 0.02, 100.00, 0.30, 0.84, 0.25, 2.21, 0.71, 2.00, 0.28, 1.47, 0.30, 0.25, 0.22, 8.36, 1.79, 4.65, 100.00, 0.28, 1.18, 0.77, 4.24, 0.79, 0.91
UNIT_MILITARY_ENGINEER, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01
UNIT_PIKEMAN, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 1.59, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 11.11, 4.28, 5.55, 7.65, 5.88, 2.30, 2.30, 2.30, 1.59, 1.68, 3.51, 4.14, 100.00, 3.51, 1.20, 2.14, 4.35, 0.89, 1.20, 1.40, 100.00, 2.34, 0.89, 0.48, 0.87, 0.86, 1.57, 0.86, 0.64, 0.73, 100.00, 1.00, 0.27, 0.27, 0.32, 0.37, 0.23, 0.33, 0.33, 0.16, 0.29, 0.19, 0.16, 0.13, 100.00, 0.11, 0.26, 100.00, 0.03, 0.09, 0.09, 0.08, 0.05, 0.06, 0.06, 0.11, 0.09, 0.01, 0.01, 0.02, 82.58, 0.06, 0.15, 0.07, 0.07, 0.03, 0.04, 0.05, 82.58, 0.01, 0.02, 0.05, 0.07, 0.05, 2.28, 0.23, 0.73, 0.49, 1.36, 1.20, 2.14, 1.04, 0.09, 1.00, 0.21, 0.17, 0.16, 0.96, 0.60, 0.49, 5.23, 0.09, 100.00, 0.32, 100.00, 2.06, 1.16, 0.24, 0.01, 100.00, 0.33, 0.92, 0.22, 1.62, 0.78, 1.20, 0.33, 1.59, 0.18, 0.16, 0.19, 5.41, 1.56, 2.84, 100.00, 0.29, 1.51, 0.86, 2.87, 0.52, 1.00
UNIT_MUSKETMAN, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 4.73, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 20.00, 12.50, 10.00, 12.50, 9.09, 7.27, 7.27, 7.27, 4.73, 3.33, 11.66, 8.65, 100.00, 11.66, 4.50, 4.50, 6.66, 3.17, 4.50, 3.13, 100.00, 5.88, 2.14, 1.69, 3.23, 1.69, 3.17, 1.69, 1.59, 2.22, 100.00, 3.71, 1.00, 1.00, 1.00, 0.95, 0.61, 0.83, 0.83, 0.43, 0.59, 0.39, 0.46, 0.45, 100.00, 0.31, 0.79, 100.00, 0.06, 0.31, 0.26, 0.22, 0.11, 0.15, 0.15, 0.38, 0.14, 0.02, 0.02, 0.03, 82.58, 0.15, 0.45, 0.14, 0.11, 0.05, 0.09, 0.11, 82.58, 0.01, 0.02, 0.09, 0.17, 0.08, 8.65, 0.61, 1.80, 1.00, 2.78, 4.50, 4.50, 2.79, 0.27, 3.71, 0.54, 0.52, 0.43, 1.59, 2.20, 1.00, 12.50, 0.25, 100.00, 1.20, 100.00, 5.26, 2.30, 0.48, 0.02, 100.00, 0.69, 1.86, 0.45, 4.00, 1.59, 4.50, 0.83, 4.73, 0.69, 0.60, 0.39, 14.28, 3.13, 10.85, 100.00, 0.59, 2.63, 1.69, 9.48, 1.28, 2.05
UNIT_SPANISH_CONQUISTADOR, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 4.73, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 20.00, 12.50, 10.00, 12.50, 9.09, 7.27, 7.27, 7.27, 4.73, 3.33, 11.66, 8.65, 100.00, 11.66, 4.50, 4.50, 6.66, 3.17, 4.50, 3.13, 100.00, 5.88, 2.14, 1.69, 3.23, 1.69, 3.17, 1.69, 1.59, 2.22, 100.00, 3.71, 1.00, 1.00, 1.00, 0.95, 0.61, 0.83, 0.83, 0.43, 0.59, 0.39, 0.46, 0.45, 100.00, 0.31, 0.79, 100.00, 0.06, 0.31, 0.26, 0.22, 0.11, 0.15, 0.15, 0.38, 0.14, 0.02, 0.02, 0.03, 82.58, 0.15, 0.45, 0.14, 0.11, 0.05, 0.09, 0.11, 82.58, 0.01, 0.02, 0.09, 0.17, 0.08, 8.65, 0.61, 1.80, 1.00, 2.78, 4.50, 4.50, 2.79, 0.27, 3.71, 0.54, 0.52, 0.43, 1.59, 2.20, 1.00, 12.50, 0.25, 100.00, 1.20, 100.00, 5.26, 2.30, 0.48, 0.02, 100.00, 0.69, 1.86, 0.45, 4.00, 1.59, 4.50, 0.83, 4.73, 0.69, 0.60, 0.39, 14.28, 3.13, 10.85, 100.00, 0.59, 2.63, 1.69, 9.48, 1.28, 2.05
UNIT_CARAVEL, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 4.73, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 20.00, 12.50, 14.29, 12.50, 12.50, 7.27, 7.27, 7.27, 4.73, 9.09, 10.85, 8.65, 100.00, 10.85, 4.50, 4.50, 9.09, 3.17, 4.50, 4.35, 100.00, 5.88, 6.08, 1.69, 3.23, 1.69, 3.17, 1.69, 4.00, 3.33, 100.00, 3.05, 1.00, 1.00, 1.00, 0.98, 0.88, 1.28, 1.28, 0.82, 0.59, 0.39, 0.46, 0.45, 100.00, 0.31, 1.13, 100.00, 0.07, 0.31, 0.21, 0.28, 0.13, 0.18, 0.18, 0.31, 0.14, 0.02, 0.02, 0.04, 82.58, 0.25, 0.45, 0.14, 0.11, 0.06, 0.09, 0.11, 82.58, 0.01, 0.03, 0.11, 0.14, 0.08, 8.65, 0.88, 2.15, 1.00, 7.69, 4.50, 4.50, 7.27, 0.27, 3.05, 1.13, 0.75, 0.59, 4.00, 2.20, 1.00, 12.50, 0.42, 100.00, 1.00, 100.00, 7.14, 2.30, 0.48, 0.02, 100.00, 0.69, 1.86, 0.45, 5.88, 1.59, 4.50, 1.28, 4.73, 0.69, 0.48, 0.39, 14.28, 9.09, 10.85, 100.00, 0.59, 5.26, 1.69, 9.48, 2.88, 2.05
UNIT_BOMBARD, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 3.41, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 23.88, 12.64, 11.00, 11.29, 9.01, 5.06, 7.25, 7.25, 4.86, 5.68, 8.53, 6.75, 100.00, 8.53, 3.80, 3.09, 4.94, 2.92, 3.80, 5.45, 100.00, 6.66, 2.77, 1.70, 2.28, 1.25, 2.92, 1.25, 1.93, 1.46, 100.00, 2.70, 1.05, 1.05, 1.02, 1.00, 0.64, 0.90, 0.90, 0.27, 0.41, 0.29, 0.48, 0.55, 100.00, 0.31, 0.39, 100.00, 0.09, 0.41, 0.17, 0.23, 0.14, 0.16, 0.16, 0.41, 0.13, 0.04, 0.04, 0.06, 131.92, 0.09, 0.46, 0.18, 0.12, 0.10, 0.11, 0.08, 130.61, 0.03, 0.05, 0.14, 0.13, 0.09, 6.75, 0.64, 1.55, 0.71, 2.25, 3.80, 3.09, 2.64, 0.36, 2.70, 0.32, 0.27, 0.45, 1.07, 2.11, 0.71, 11.29, 0.16, 100.00, 1.05, 100.00, 3.39, 1.71, 0.35, 0.02, 100.00, 0.48, 1.34, 0.32, 2.26, 1.16, 3.80, 0.90, 4.86, 0.76, 0.35, 0.29, 13.77, 2.50, 8.53, 100.00, 0.41, 2.27, 1.25, 7.29, 0.94, 1.44
UNIT_FRIGATE, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 5.52, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 25.00, 18.19, 21.00, 16.39, 20.00, 7.88, 7.88, 7.88, 5.52, 15.29, 13.27, 11.08, 100.00, 13.27, 6.12, 5.05, 14.29, 4.50, 6.12, 6.00, 100.00, 7.14, 10.71, 2.60, 3.98, 1.94, 4.50, 1.94, 6.95, 5.01, 100.00, 4.21, 1.63, 1.63, 1.13, 1.57, 1.00, 1.50, 1.50, 1.29, 0.65, 0.45, 0.79, 0.85, 100.00, 0.35, 1.57, 100.00, 0.10, 0.63, 0.25, 0.31, 0.17, 0.20, 0.20, 0.63, 0.19, 0.05, 0.05, 0.07, 131.92, 0.40, 0.51, 0.19, 0.17, 0.11, 0.15, 0.17, 130.61, 0.03, 0.06, 0.17, 0.19, 0.13, 11.08, 1.00, 2.37, 1.13, 11.11, 6.12, 5.05, 7.88, 0.56, 4.21, 1.57, 1.05, 0.66, 6.15, 3.21, 1.13, 16.39, 0.73, 100.00, 1.63, 100.00, 11.11, 2.66, 0.55, 0.03, 100.00, 0.78, 2.16, 0.51, 7.69, 1.82, 6.12, 1.50, 5.52, 1.20, 0.55, 0.45, 19.10, 12.50, 13.27, 100.00, 0.65, 5.00, 1.94, 10.61, 5.09, 2.32
UNIT_PRIVATEER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 3.61, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 22.04, 13.27, 17.66, 11.64, 16.66, 5.52, 5.52, 5.52, 3.61, 12.11, 9.22, 7.45, 100.00, 9.22, 4.21, 3.34, 11.11, 3.21, 4.21, 4.31, 100.00, 5.72, 6.95, 1.86, 2.82, 1.32, 3.21, 1.32, 5.07, 3.54, 100.00, 3.04, 1.20, 1.20, 0.78, 1.11, 0.66, 1.00, 1.00, 0.88, 0.45, 0.29, 0.66, 0.63, 100.00, 0.23, 1.05, 100.00, 0.08, 0.46, 0.20, 0.20, 0.14, 0.17, 0.17, 0.46, 0.15, 0.04, 0.04, 0.06, 131.92, 0.28, 0.35, 0.15, 0.15, 0.09, 0.13, 0.14, 130.61, 0.03, 0.05, 0.14, 0.15, 0.10, 7.45, 0.66, 1.61, 0.78, 10.00, 4.21, 3.34, 5.52, 0.44, 3.04, 1.05, 0.73, 0.45, 4.41, 2.30, 0.78, 11.64, 0.48, 100.00, 1.20, 100.00, 9.73, 1.82, 0.38, 0.02, 100.00, 0.51, 1.46, 0.35, 6.48, 1.21, 4.21, 1.00, 3.61, 0.85, 0.38, 0.29, 14.51, 10.00, 9.22, 100.00, 0.45, 4.00, 1.32, 8.48, 3.60, 1.55
